0.011275025	-0.01929551	-0.12704211	0.036421724	-0.010682604	-0.016150128	-0.11604135	-0.010266187	0.080627784	0.285251	0.008029543	0.022777306	0.0023245378	-0.1329965	-0.04434551	0.02252014
-0.057678718	0.032645725	-0.08654317	0.048574604	0.06028554	0.06420698	-0.15090126	-0.004911758	0.0806626	0.2797082	0.030618448	-0.048671246	0.029417435	-0.22861962	-0.07318531	0.03324912
0.14950438	0.243706	0.14230801	0.18065576	-0.19244656	0.20021144	0.15546428	0.24996205	0.20840046	0.050233897	0.24089512	-0.20332937	0.17840526	-0.2537936	-0.24658869	0.16388166
-0.04400539	0.040591564	-0.100704595	0.00671106	-0.00084917835	-0.015245027	-0.13593875	-0.0024448738	0.10335396	0.26857796	0.0155027425	0.0031520547	0.02851285	-0.20540427	-0.055143114	-0.030550167
0.09394133	0.14328781	-0.009085812	0.08045374	-0.108963616	0.08019624	-0.051901627	0.10675767	0.1229086	0.2541807	0.13403225	-0.14510477	0.05155032	-0.17868301	-0.14153872	0.07386283
-0.10581031	-0.122060224	-0.19355781	-0.018480033	0.12360137	-0.058740553	-0.17609839	-0.10410719	-0.10354486	0.29376233	-0.087510645	0.15213698	-0.13622445	-0.20296165	0.06393332	-0.07188718
0.07697299	0.13523488	0.007075758	0.19309117	-0.11113421	0.12707166	-1.0246295e-06	0.09844532	0.11071537	0.14438231	0.15063539	-0.12883155	0.066068634	-0.23405536	-0.13239563	0.07522849
0.10615105	0.1245967	0.028771037	0.12787628	-0.11173404	0.093557835	0.00018431991	0.096513756	0.14012583	0.17785284	0.16191934	-0.1116964	0.116301164	-0.20116402	-0.17508335	0.12263442
0.14826219	0.18228275	0.06586109	0.25181425	-0.17423797	0.16422215	0.10441338	0.16171601	0.23628402	0.06549768	0.2789532	-0.22068308	0.1887558	-0.2766608	-0.14844365	0.17101668
0.036316127	0.083877906	0.021866435	0.15025409	-0.024964986	0.13018718	-0.07842095	0.07424296	0.08410298	0.13735697	0.14027527	-0.069133006	0.09941026	-0.34600428	-0.083852164	0.033874962
-0.16928652	-0.13361551	-0.18937221	-0.11197764	0.18859692	-0.15975435	-0.20485263	-0.10226707	-0.14373036	0.28246355	-0.1323207	0.14245203	-0.20927489	-0.16237041	0.095766865	-0.12963542
-0.037432086	0.018498017	-0.056294505	-0.00044661612	0.018891815	-0.028070532	-0.13677974	-0.036771715	-0.0044665355	0.17443304	0.0026165035	0.032960784	-0.044007156	-0.18192609	0.0062568113	-0.07079264
-0.1366921	-0.111638226	-0.20663518	-0.033271134	0.18498215	-0.13649687	-0.17797889	-0.13325565	-0.094049565	0.28331435	-0.05477505	0.14052467	-0.077916436	-0.23672067	0.11880466	-0.17384534
0.101026796	0.16984107	0.04652879	0.13539648	-0.120339766	0.15971926	0.069738105	0.14063926	0.13102427	0.1076049	0.15853475	-0.20132193	0.16031674	-0.28867474	-0.12850627	0.12277878
-0.026442781	-0.013834003	-0.098314025	0.07106654	0.022455432	-0.022682687	-0.11333099	-0.0020883894	0.041608684	0.25039002	-0.005942677	0.049873393	0.0069958526	-0.11593452	-0.059883833	-0.057728905
-0.048966132	0.023903932	-0.09057426	0.08235148	-0.0068199425	0.07664358	-0.061266974	-0.010758841	0.08034895	0.1886471	0.11123244	0.017282806	0.053202417	-0.20106511	-0.013774898	-0.027147643
-0.15055709	-0.07985458	-0.117896706	-0.03310758	0.13083579	-0.06526105	-0.13198228	-0.09052061	-0.055242244	0.24553269	-0.030457657	0.1007138	-0.121817745	-0.24203137	0.12053977	-0.13463397
-0.061060544	-0.071185865	-0.14935495	-0.06765414	0.13826232	-0.034051552	-0.08764447	-0.074154675	-0.0061042737	0.19312839	-0.011518094	0.026533687	-0.050369576	-0.15250869	0.09098496	-0.11625058
0.042833354	0.032383952	-0.07943114	0.06639209	-0.06695575	0.09841621	-0.01853614	0.07988128	0.0927725	0.19437301	0.12907787	-0.084996104	0.058713634	-0.22525954	-0.058812466	0.004574394
-0.09184025	0.026691003	-0.15788943	0.031581182	0.0156198405	-0.0074914275	-0.11073752	-0.013533815	-0.015631413	0.27759704	0.007887731	0.0757595	-0.006489213	-0.19304374	-0.035462897	-0.01107168
-0.21914338	-0.16050068	-0.20362622	-0.13472657	0.24040793	-0.18590795	-0.268756	-0.1181695	-0.10689215	0.30508512	-0.101269454	0.22687985	-0.21949716	-0.0653893	0.16299824	-0.17822652
0.20784424	0.24497147	0.2196825	0.29161078	-0.26883766	0.30065912	0.1751121	0.23048453	0.2895897	-0.09178976	0.254336	-0.3068153	0.29857618	-0.37802517	-0.27857524	0.28053775
-0.061098285	-0.027219705	-0.05644902	0.0271421	0.02307795	-0.0014639263	-0.06485096	-0.0015545072	-0.026805656	0.14878348	-0.016778976	-0.019030493	0.01487693	-0.13048947	-0.017130937	-0.023536097
0.086359404	0.13547452	0.1049956	0.100120775	-0.16188721	0.12449461	0.08499596	0.12624224	0.20219405	-0.065885335	0.1881144	-0.18577702	0.110846594	-0.2156629	-0.13933478	0.17975038
-0.1252867	-0.15704925	-0.19130374	-0.10671493	0.15132229	-0.078714825	-0.18251066	-0.08784484	-0.15500969	0.22602586	-0.15258102	0.12376828	-0.1300342	-0.102920465	0.17627056	-0.15853712
-0.22817215	-0.18910743	-0.27061018	-0.1890677	0.19590344	-0.23841083	-0.26738498	-0.13235098	-0.19186452	0.25897914	-0.22573334	0.25753078	-0.20581502	0.06850176	0.1565923	-0.20315547
0.09805381	0.14192064	0.08364391	0.1457182	-0.05399196	0.07164227	0.045282844	0.11591813	0.09004152	0.07937254	0.17424284	-0.14505807	0.06201159	-0.12340064	-0.13346821	0.07421544
0.04405622	0.013934257	-0.035135396	0.108034804	-0.0050003817	0.029029561	-0.041210655	0.07931249	0.07402224	0.16391455	0.06981258	-0.045911893	-0.0035585694	-0.23105861	-0.08335365	-0.022072356
0.13557906	0.19869408	0.10048085	0.1637871	-0.14858271	0.18593635	0.10767755	0.15758958	0.22182702	0.12161978	0.17672296	-0.21825323	0.18052892	-0.27871606	-0.23548506	0.12204029
-0.12802033	-0.087623745	-0.22134729	-0.1103471	0.1902234	-0.10625671	-0.19040509	-0.123134546	-0.12376728	0.22255807	-0.1334089	0.090220846	-0.12398483	-0.14678684	0.15165977	-0.13082142
-0.006095453	0.036299177	-0.09385668	-0.003540971	0.014237862	0.035567366	-0.063598655	-0.027828975	0.064601436	0.22243398	0.07347138	0.009243201	-0.036446616	-0.17170934	-0.024958082	-0.059149943
-0.091013096	0.002069512	-0.1392797	-0.036404092	0.027396403	-0.08186189	-0.1711475	-0.02231378	-0.009290282	0.20623943	-0.0075082816	0.0038995761	-0.019776965	-0.06565892	0.008701033	-0.014019179
-0.046984877	-0.031346522	-0.1554867	-0.02894391	0.037839945	-0.020581964	-0.08004822	-0.012311091	0.0327657	0.18543267	0.028754624	0.06911891	-0.026959011	-0.05991027	0.047345135	-0.046563618
-0.2069333	-0.19708525	-0.1954972	-0.16624196	0.22291616	-0.1902564	-0.25601873	-0.16541277	-0.17821278	0.2738541	-0.12542078	0.19183455	-0.1804148	-0.017914928	0.22071601	-0.18739237
0.036348715	0.07438489	-0.008060772	0.15106077	-0.12735489	0.06360846	0.027098358	0.107097544	0.1245535	0.19054419	0.11876979	-0.09753053	0.10335974	-0.27646312	-0.106631316	0.10222176
-0.004979062	0.0863643	0.007700239	0.09691168	0.010826978	0.03654169	-0.062440474	0.046046723	0.12083121	0.083875835	0.09592464	-0.061400734	0.06110988	-0.16928181	-0.041407064	-0.003011939
-0.14898391	-0.13586299	-0.16521291	-0.16570665	0.14198662	-0.09676802	-0.1580183	-0.16082579	-0.07634622	0.2840124	-0.11781259	0.1498321	-0.12741064	-0.088448934	0.12594907	-0.11858113
-0.20205773	-0.20452003	-0.21100517	-0.18216898	0.2374587	-0.1362799	-0.18116383	-0.11131024	-0.15436718	0.231554	-0.15196118	0.16092834	-0.20315954	-0.037312493	0.13993867	-0.16261464
0.104614414	0.091521	0.061218634	0.09373719	-0.052745033	0.060938545	0.010888356	0.06881077	0.0752004	0.028008163	0.07258011	-0.043121945	0.072038844	-0.10949875	-0.033841312	0.06020563
-0.22203873	-0.20677707	-0.2968395	-0.22298247	0.2423512	-0.27827626	-0.26970342	-0.25676155	-0.24556977	0.29627535	-0.24730566	0.20985858	-0.2783063	0.13736612	0.23389663	-0.23332828
-0.1398173	-0.11512066	-0.24023499	-0.1683292	0.16844073	-0.13594337	-0.18591098	-0.16583768	-0.10978197	0.29036972	-0.16443628	0.17699143	-0.15698476	0.00060525804	0.21441802	-0.14537445
0.016026275	-0.033958808	-0.03183986	0.028967349	0.045898065	0.015507839	-0.102331325	-0.029361773	0.009999691	0.1327223	0.066215426	-0.03594533	-0.0035865782	-0.21109957	0.021265956	0.02863478
